,text,year,playlist,music_item,sort,artist,service,genre,track,album
1110,play me music by Whip with Zvooq,,,,,Whip,Zvooq,,,
1111,Play me a song by Teitur Lassen on Groove Shark,,,song,,Teitur Lassen,Groove Shark,,,
1112,Play the latest  ep by Joel Hastings on Itunes .,,,ep,latest,Joel Hastings,Itunes,,,
1113,Play Rap Album One by Gene Vincent .,,,,,Gene Vincent,,,,Rap Album One
1114,Play the last  ep from 1999,1999,,ep,last,,,,,
1115,I'd like to hear Don Airey 's Gonna Raise Hell,,,,,Don Airey,,,Gonna Raise Hell,
1116,Can you play some music by andrew diamond,,,,,andrew diamond,,,,
1117,I want to hear Nokko 's songs from the twenties,twenties,,,,Nokko,,,,
1118,Play thirties  concerto music on Google Music,thirties,,concerto,,,Google Music,,,
1119,play Netflix tunes from 2003 on an album,2003,,album,,,Netflix,,,
1120,Play cheerful playlist,,cheerful,,,,,,,
1121,play some Kansas Joe Mccoy,,,,,Kansas Joe Mccoy,,,,
1122,Play some theme songs from the fourties,fourties,,theme,,,,,,
1123,Play some folk-rock music,,,,,,,folk-rock,,
1124,Play the latest  1973  album by Peter Derose .,1973,,album,latest,Peter Derose,,,,
1125,Play some Sabah from the eighties,eighties,,,,Sabah,,,,
1126,Play the greatest  soundtrack by Jesse Harms .,,,soundtrack,greatest,Jesse Harms,,,,
1127,Use the service Zvooq to play merengue music,,,,,,Zvooq,merengue,,
1128,Can you play some music on Youtube,,,,,,Youtube,,,
1129,Play a sound track from 1952 .,1952,,sound track,,,,,,
1130,Play a song of I Myself And Me on Youtube,,,song,,,Youtube,,,I Myself And Me
1131,Can you play me the latest  theme song by Warren Vache,,,theme song,latest,Warren Vache,,,,
1132,play Sivamani,,,,,Sivamani,,,,
1133,Can you play the greatest  sarah brightman  song,,,song,greatest,sarah brightman,,,,
1134,Play Techno on Lastfm,,,,,,Lastfm,Techno,,
1135,play new music by Elmore James with google music,,,,new,Elmore James,google music,,,
1136,play the song  Shine A Light,,,song,,,,,Shine A Light,
1137,Play music on Spotify .,,,,,,Spotify,,,
1138,Play me a song by Avispa Music from 1965,1965,,song,,Avispa Music,,,,
1139,Play the top twenty  chant by Wise .,,,chant,top twenty,Wise,,,,
1140,Please play Jim Martin on Vimeo .,,,,,Jim Martin,Vimeo,,,
1141,play ep by Arjen Anthony Lucassen,,,ep,,Arjen Anthony Lucassen,,,,
1142,Play my Ãxitos EspaÃ±a playlist,,Ãxitos EspaÃ±a,,,,,,,
1143,play zvooq  Southern Gothic,,Southern Gothic,,,,zvooq,,,
1144,I want to hear a Joel Hastings  melody .,,,melody,,Joel Hastings,,,,
1145,play a Morton Downey  record with Slacker,,,record,,Morton Downey,Slacker,,,
1146,play Frankie Laine,,,,,Frankie Laine,,,,
1147,Play my Frescura Indie playlist,,Frescura Indie,,,,,,,
1148,play the top five songs by Gad Elbaz,,,,top five,Gad Elbaz,,,,
1149,Use Youtube to play music from Dorothy Ashby from the year 2002,2002,,,,Dorothy Ashby,Youtube,,,
1150,Play some alternative music on Vimeo,,,,,,Vimeo,alternative,,
1151,play Chance Of A Lifetime on Zvooq,,,,,,Zvooq,,Chance Of A Lifetime,
1152,Play some chant music from 2008 .,2008,,chant,,,,,,
1153,play Fill Yourself With Music by Ray Manzarek,,,,,Ray Manzarek,,,,Fill Yourself With Music
1154,Play Contigo En La Distancia,,,,,,,,Contigo En La Distancia,
1155,play some dream music,,,,,,,dream,,
1156,I want to hear music on my Slacker app,,,,,,Slacker,,,
1157,play an eighties  song by Ler Lalonde,eighties,,song,,Ler Lalonde,,,,
1158,Play the next ep by Video Game Pianist on netflix,,,ep,,Video Game Pianist,netflix,,,
1159,Play a music theme by Anna Nikolajewna Jessipowa,,,theme,,Anna Nikolajewna Jessipowa,,,,
1160,I want to play music off Deezer,,,,,,Deezer,,,
1161,Play some chanson music.,,,,,,,chanson,,
1162,Play my Trabajo Relax playlist,,Trabajo Relax,,,,,,,
1163,Play the latest music by Martin Luther Mccoy,,,,latest,Martin Luther Mccoy,,,,
1164,I want to hear some twenties music from Billy Sheehan,twenties,,,,Billy Sheehan,,,,
1165,Play some songs from 1958,1958,,,,,,,,
1166,Play some Don Ho on Netflix,,,,,Don Ho,Netflix,,,
1167,play a new  soundtrack by Benjamin Darvill on Groove Shark,,,soundtrack,new,Benjamin Darvill,Groove Shark,,,
1168,Play some music on Slacker,,,,,,Slacker,,,
1169,play the top twenty  tracks of Ron Jarzombek,,tracks,,top twenty,Ron Jarzombek,,,,
1170,Play the Late Night Jazz  soundtrack on Zvooq .,,Late Night Jazz,soundtrack,,,Zvooq,,,
1171,Play me a tune by john clayton,,,tune,,john clayton,,,,
1172,I want to hear some music from Spotify,,,,,,Spotify,,,
1173,Open Deezer and play InyecciÃ³n Musical,,InyecciÃ³n Musical,,,,Deezer,,,
1174,can you play some weird music from the noise genre,,,,,,,noise,,
1175,Play Russell Morris 's The Singer And The Song on Netflix .,,,,,Russell Morris,Netflix,,,The Singer And The Song
1176,Play Larry Graham  sound track,,,sound track,,Larry Graham,,,,
1177,Play my Women of Rock playlist.,,Women of Rock,,,,,,,
1178,play Roland Alphonso tunes that are most popular,,,,most popular,Roland Alphonso,,,,
1179,Play Ramakadha by Karl Davydov please,,,,,Karl Davydov,,,Ramakadha,
1180,Can you play a sound track from 1963 ?,1963,,sound track,,,,,,
1181,Play a tune by Mc Hawking,,,tune,,Mc Hawking,,,,
1182,Would you please play me a symphony from 1995,1995,,symphony,,,,,,
1183,play Google Music tunes,,,,,,Google Music,,,
1184,Play a melody by Shada Hassoun,,,melody,,Shada Hassoun,,,,
1185,play the Ocelot  record using Zvooq,,,record,,Ocelot,Zvooq,,,
1186,Open Lastfm and start playing whatever,,,,,,Lastfm,,,
1187,Play a 1958  soundtrack by Rudolf Schenker on Netflix .,1958,,soundtrack,,Rudolf Schenker,Netflix,,,
1188,Lets hear some Dawood Sarkhosh from their The Power Of Your Love  album from Groove Shark,,,album,,Dawood Sarkhosh,Groove Shark,,,The Power Of Your Love
1189,Play a popular  ballad by Amanda,,,ballad,popular,Amanda,,,,
1190,Play While We Were Waiting by Sippie Wallace on Vimeo,,,,,Sippie Wallace,Vimeo,,,While We Were Waiting
1191,Play andrew lloyd webber 's good  tune on zvooq .,,,tune,good,andrew lloyd webber,zvooq,,,
1192,Please play something on Last Fm,,,,,,Last Fm,,,
1193,play 1960  chant music by Hermann Baumann,1960,,chant,,Hermann Baumann,,,,
1194,"play Bill Evans  album  The Best Of The 12"" Mixes",,,album,,Bill Evans,,,,"The Best Of The 12"" Mixes"
1195,Play play Lodge by Alkabli on lastfm .,,,,,Alkabli,lastfm,,,Lodge
1196,play a sixties  song by George Sanger,sixties,,song,,George Sanger,,,,
1197,Play Deezer,,,,,,Deezer,,,
1198,Play a melody from the nineties on Google Music,nineties,,melody,,,Google Music,,,
1199,Play Still Life 1 ,,,,,,,,,Still Life 1
1200,Play a song by Alasdair Roberts from 1996,1996,,song,,Alasdair Roberts,,,,
1201,Play the album  Axum,,,album,,,,,,Axum
1202,I want to hear the Jody Williams  sound track,,,sound track,,Jody Williams,,,,
1203,Play Ik Hou Van Jou by Elena Temnikova,,,,,Elena Temnikova,,,Ik Hou Van Jou,
1204,play some Stephen Jones on Youtube,,,,,Stephen Jones,Youtube,,,
1205,Play the most popular  Johnny Clarke on Deezer .,,,,most popular,Johnny Clarke,Deezer,,,
1206,Play some tango .,,,,,,,tango,,
1207,Play Eddie Meduza from the thirties,thirties,,,,Eddie Meduza,,,,
1208,play satire music,,,,,,,satire,,
1209,I'd like to hear one of Eric Clapton 's most popular  melody on Pandora .,,,melody,most popular,Eric Clapton,Pandora,,,
1210,Please play a song by Ahmad Jamal,,,song,,Ahmad Jamal,,,,
1211,play Vivian Stanshall from 1962,1962,,,,Vivian Stanshall,,,,
1212,Play a nineties  tune by Sugar Minott on Netflix,nineties,,tune,,Sugar Minott,Netflix,,,
1213,Play music from 1977,1977,,,,,,,,
1214,Play some music by Frayser Boy .,,,,,Frayser Boy,,,,
1215,Use Itunes to play a soundtrack from the year 1954,1954,,soundtrack,,,Itunes,,,
1216,play Deezer tunes Are & Be,,Are & Be,,,,Deezer,,,
1217,Please play a song off the Curtis Lee  album  Rough Diamonds,,,album,,Curtis Lee,,,,Rough Diamonds
1218,play a chant by Mike Jones,,,chant,,Mike Jones,,,,
1219,Play me a Patrick Cowley  ballad,,,ballad,,Patrick Cowley,,,,
1220,Play Elastic Love by Junior Marvin,,,,,Junior Marvin,,,Elastic Love,
1221,Play some music from 2011 on lastfm ,2011,,,,,lastfm,,,
1222,Play These Four Walls by Yummy Bingham .,,,,,Yummy Bingham,,,,These Four Walls
1223,Can you play something from 1966 by Mc Ren on Spotify,1966,,,,Mc Ren,Spotify,,,
1224,play the album by Paul Barker playing the greatest from 1978,1978,,album,greatest,Paul Barker,,,,
1225,Can I listen to Dj Vibe 's top 10 ?,,,,top 10,Dj Vibe,,,,
1226,play a concerto from sam sparro,,,concerto,,sam sparro,,,,
1227,Lets hear some booty bass,,,,,,,booty bass,,
1228,Play me a 1974  tune on Slacker,1974,,tune,,,Slacker,,,
1229,Play a top five  Linda Strawberry  ep,,,ep,top five,Linda Strawberry,,,,
1230,Play Henrie Mutuku  album from 1957,1957,,album,,Henrie Mutuku,,,,
1231,Play the newest  ballad from Chad Urmston,,,ballad,newest,Chad Urmston,,,,
1232,play some 2002 music,2002,,,,,,,,
1233,I want to hear that track from 1991,1991,,track,,,,,,
1234,Play me a Chris Needham  song on Vimeo,,,song,,Chris Needham,Vimeo,,,
1235,Play some House music,,,,,,,House,,
1236,play Piano Ballads on Netflix,,Piano Ballads,,,,Netflix,,,
1237,Play me some Goa,,,,,,,Goa,,
1238,Play slow rock music on Vimeo,,,,,,Vimeo,slow rock,,
1239,Play Murder The Mountains by Mana on Netflix,,,,,Mana,Netflix,,,Murder The Mountains
1240,Play the top five  melody from 2000,2000,,melody,top five,,,,,
1241,play Courting The Squall on Slacker,,,,,,Slacker,,,Courting The Squall
1242,Play a ballad from 1997 .,1997,,ballad,,,,,,
1243,Play symphony by Josh Gracin on Slacker .,,,symphony,,Josh Gracin,Slacker,,,
1244,I want to hear a symphony from Kano,,,symphony,,Kano,,,,
1245,Play a song off Ian Stuart Donaldson 's Nature Nurture  album on Itunes,,,album,,Ian Stuart Donaldson,Itunes,,,Nature Nurture
1246,play Joshua Homme  Belle And Sebastian Write About Love,,,,,Joshua Homme,,,,Belle And Sebastian Write About Love
1247,Play theme music from the twenties by Tata Young,twenties,,theme,,Tata Young,,,,
1248,Can you play a song off an album by Shirley Horn,,,album,,Shirley Horn,,,,
1249,play top-twenty  song from 2015,2015,,song,top-twenty,,,,,
1250,Play music from 1976 on Deezer,1976,,,,,Deezer,,,
1251,Play the greatest from Win Stracke on Groove Shark .,,,,greatest,Win Stracke,Groove Shark,,,
1252,I want to hear something by Joe Dolce on Google Music,,,,,Joe Dolce,Google Music,,,
1253,Play me a popular  song by Koichi Domoto,,,song,popular,Koichi Domoto,,,,
1254,Play Saturday Nights & Sunday Mornings,,,,,,,,,Saturday Nights & Sunday Mornings
1255,Play the album  Have Another Ball,,,album,,,,,,Have Another Ball
1256,Play music from Clark Kent in the year 1987,1987,,,,Clark Kent,,,,
1257,Play Seasons In The Sun by Rosco Gordon on iheart,,,,,Rosco Gordon,iheart,,Seasons In The Sun,
1258,play some Origa on Google Music,,,,,Origa,Google Music,,,
1259,Play Brian Clifton off Groove Shark .,,,,,Brian Clifton,Groove Shark,,,
1260,play Neutrons by Seun Kuti,,,,,Seun Kuti,,,,Neutrons
1261,Play some music from 1985 by Rolf Harris,1985,,,,Rolf Harris,,,,
1262,Play the album  Will Rap Over Hard Rock For Food,,,album,,,,,,Will Rap Over Hard Rock For Food
1263,Play Donna Summer,,,,,Donna Summer,,,,
1264,Please use pandora to play a record from 1993,1993,,record,,,pandora,,,
1265,Play a record from the year 1979,1979,,record,,,,,,
1266,play playlist The Realest Down South,,The Realest Down South,,,,,,,
1267,Play some steve boyett  chant music,,,chant,,steve boyett,,,,
1268,play a track from 2004,2004,,track,,,,,,
1269,play Vimeo  2009 by Desmond Dekker,2009,,,,Desmond Dekker,Vimeo,,,
1270,Play music by Raheem Devaughn .,,,,,Raheem Devaughn,,,,
1271,Play some 1999  symphony from Minami Takahashi,1999,,symphony,,Minami Takahashi,,,,
1272,Use Groove Shark to play the Today And Tomorrow  album,,,album,,,Groove Shark,,,Today And Tomorrow
1273,Play some Mark Tremonti from the thirties .,thirties,,,,Mark Tremonti,,,,
1274,play the greatest  1972  album by Wes Dakus,1972,,album,greatest,Wes Dakus,,,,
1275,Play a 2013  song on Groove Shark,2013,,song,,,Groove Shark,,,
1276,Play some theme songs from 1974,1974,,theme,,,,,,
1277,Play the top  caleigh peters .,,,,top,caleigh peters,,,,
1278,Play new  Teo Macero,,,,new,Teo Macero,,,,
1279,play a Karin Dreijer Andersson  soundtrack on Groove Shark,,,soundtrack,,Karin Dreijer Andersson,Groove Shark,,,
1280,Play my Mellow Beats playlist please,,Mellow Beats,,,,,,,
1281,Play me the greatest  track of 1966,1966,,track,greatest,,,,,
1282,Play me a Frank Farian  ep,,,ep,,Frank Farian,,,,
1283,Play music from Art Porter Junior movie sound track using Vimeo,,,sound track,,Art Porter Junior,Vimeo,,,
1284,Play a theme from Walerij Leontjew,,,theme,,Walerij Leontjew,,,,
1285,I want to listen to Merrily We Roll Along by Marko Desantis .,,,,,Marko Desantis,,,Merrily We Roll Along,
1286,play Asia Nitollano using itunes,,,,,Asia Nitollano,itunes,,,
1287,Play top  Martin Solveig on deezer,,,,top,Martin Solveig,deezer,,,
1288,Play any song from Rebecca Hewitt,,,song,,Rebecca Hewitt,,,,
1289,Play the Mister Music Man by Gene De Paul .,,,,,Gene De Paul,,,Mister Music Man,
1290,"Let me hear the top  album by the artist, Skin .",,,album,top,Skin,,,,
1291,Play Harel Skaat,,,,,Harel Skaat,,,,
1292,Play some John Oates on Youtube .,,,,,John Oates,Youtube,,,
1293,Play me an ep from 2005 .,2005,,ep,,,,,,
1294,Please play me a top  nineties  theme song,nineties,,theme song,top,,,,,
1295,play the track  Asleep In The Deep,,,track,,,,,Asleep In The Deep,
1296,Can you play a melody from the fifties on Last Fm ?,fifties,,melody,,,Last Fm,,,
1297,play some Deezer  oldies music,,,,,,Deezer,oldies,,
1298,Play my Masters of Metal playlist on Spotify,,Masters of Metal,,,,Spotify,,,
1299,play Are & Be,,Are & Be,,,,,,,
1300,Plays some akb48 on Youtube,,,,,,Youtube,,,Plays
1301,Play music from the track  My Friend on Google Music by Steve Sholes,,,track,,Steve Sholes,Google Music,,My Friend,
1302,Play teri meri by Josh White,,,,,Josh White,,,teri meri,
1303,play some Nastya Kamenskih on Zvooq,,,,,Nastya Kamenskih,Zvooq,,,
1304,play a 1999  track by Pete Seeger on Youtube,1999,,track,,Pete Seeger,Youtube,,,
1305,use Lastfm to play Attack Of The Planet Smashers,,,,,,Lastfm,,,Attack Of The Planet Smashers
1306,Play Shinehead 's music from the twenties on Slacker .,twenties,,,,Shinehead,Slacker,,,
1307,Play the last  sound track by Soko from around 1975,1975,,sound track,last,Soko,,,,
1308,Play 1958 music on Iheart,1958,,,,,Iheart,,,
1309,play Isham Jones,,,,,Isham Jones,,,,
1310,Can you play me some britpop music,,,,,,,britpop,,
1311,Play a song from 1973 .,1973,,song,,,,,,
1312,turn on Last Fm to listen to Chara  ballad from 1988,1988,,ballad,,Chara,Last Fm,,,
1313,Please play music off the soundtrack by Beau Jocque,,,soundtrack,,Beau Jocque,,,,
1314,Play a new  song from 1976 .,1976,,song,new,,,,,
1315,Play the greatest  melody from Paul Wright on Pandora,,,melody,greatest,Paul Wright,Pandora,,,
1316,Play Eternally by Marko Desantis on zvooq .,,,,,Marko Desantis,zvooq,,Eternally,
1317,Play The Galway Races on Netflix .,,,,,,Netflix,,The Galway Races,
1318,play Pandora tunes from the fourties,fourties,,,,,Pandora,,,
1319,Play top-50  Peter Frampton songs,,,,top-50,Peter Frampton,,,,
1320,Play music off Itunes .,,,,,,Itunes,,,
1321,Play me a song from 2016,2016,,song,,,,,,
1322,Start playing something off Spotify,,,,,,Spotify,,,
1323,play Tom Baxter tracks,,,,,Tom Baxter,,,,
1324,Play music on the playlist Urban Hits,,Urban Hits,,,,,,,
1325,Play The Monkeys Have No Tails In Zamboanga on Google Music .,,,,,,Google Music,,The Monkeys Have No Tails In Zamboanga,
1326,I want to hear music from 1975,1975,,,,,,,,
1327,Play Kim Wilde by Mike Scott on Slacker,,,,,Mike Scott,Slacker,,,Kim Wilde
1328,Play anything from Hiromitsu Agatsuma off iHeart .,,,,,Hiromitsu Agatsuma,iHeart,,,
1329,play a top-fifty  1965  album by Ski,1965,,album,top-fifty,Ski,,,,
1330,Play  music from the thirties .,thirties,,,,,,,,
1331,Play me the new  King Curtis music on Google Music .,,,,new,King Curtis,Google Music,,,
1332,Ply best  1973  sound track,1973,,sound track,best,,,,,
1333,Play music by Daddy Yankee,,,,,Daddy Yankee,,,,
1334,I would like to hear music from 1993,1993,,,,,,,,
1335,"Play me track  September, Gouden Roos by artist daedelus",,,track,,daedelus,,,"September, Gouden Roos",
1336,Play a concerto from the nineties,nineties,,concerto,,,,,,
1337,I want to hear Major Harris 's songs from the fifties,fifties,,,,Major Harris,,,,
1338,Play me a nineties  ep,nineties,,ep,,,,,,
1339,Please anything good by Chieko Ochi,,,,good,Chieko Ochi,,,,
1340,Play Kk on Zvooq .,,,,,Kk,Zvooq,,,
1341,Play Apbl98 by Alden Penner .,,,,,Alden Penner,,,,Apbl98
1342,Use Vimeo to play a Mark King  record from 1993,1993,,record,,Mark King,Vimeo,,,
1343,use Deezer to play music by Junior Brown,,,,,Junior Brown,Deezer,,,
1344,Play some Erin Harkes from the fifties on Lastfm .,fifties,,,,Erin Harkes,Lastfm,,,
1345,Play Verjamem  track by Hong Junyang .,,,track,,Hong Junyang,,,Verjamem,
1346,Play music by Otis Redding .,,,,,Otis Redding,,,,
1347,Please play some music for me on Netflix,,,,,,Netflix,,,
1348,Play Tad Kinchla  soundtrack,,,soundtrack,,Tad Kinchla,,,,
1349,Play Kisaki on Pandora,,,,,Kisaki,Pandora,,,
1350,Can you play a song from the fourties by George Martin,fourties,,song,,George Martin,,,,
1351,Play me a song by Saki Nakajima,,,song,,Saki Nakajima,,,,
1352,Play some 1970  Antero Manninen on zvooq .,1970,,,,Antero Manninen,zvooq,,,
1353,Play a top  track by Janamanchi Seshadri Sarma,,,track,top,Janamanchi Seshadri Sarma,,,,
1354,Use Itunes to play artist Ringo Shiina  track  In Heaven,,,track,,Ringo Shiina,Itunes,,In Heaven,
1355,Play music by Sha Money Xl sort by good .,,,,good,Sha Money Xl,,,,
1356,I want to listen to the album  going back to the blue ridge mountains on iheart,,,album,,,iheart,,,going back to the blue ridge mountains
1357,Play Someday Soon by fiona,,,,,fiona,,,Someday Soon,
1358,Play the most popular  sound track from the 2006,2006,,sound track,most popular,,,,,
1359,Play tuomas holopainen 's The 21 Project .,,,,,tuomas holopainen,,,,The 21 Project
1360,Play Tenerife Sea by Daniel Salomon on Lastfm,,,,,Daniel Salomon,Lastfm,,Tenerife Sea,
1361,Play a top twenty sort by Akinyele .,,,,top twenty,Akinyele,,,,
1362,Play nineties,nineties,,,,,,,,
1363,Play a track by Ishmon Bracey on Iheart .,,,track,,Ishmon Bracey,Iheart,,,
1364,Can you play the latest  faust  soundtrack from 1967 ?,1967,,soundtrack,latest,faust,,,,
1365,Play me the greatest  chant by Laurel Aitken on lastfm ,,,chant,greatest,Laurel Aitken,lastfm,,,
1366,Play the most popular  Coti songs on Pandora,,,,most popular,Coti,Pandora,,,
1367,Play some noise music on Netflix .,,,,,,Netflix,noise,,
1368,Play Rob Mills  album  The Golden Archipelago .,,,album,,Rob Mills,,,,The Golden Archipelago
1369,play melody music from the thirties,thirties,,melody,,,,,,
1370,Play some tune from 2011 on Youtube,2011,,tune,,,Youtube,,,
1371,play melody and sort the newest in Dj Format,,,melody,newest,Dj Format,,,,
1372,Play a record from 2010 .,2010,,record,,,,,,
1373,Play a melody by Adassa from the twenties,twenties,,melody,,Adassa,,,,
1374,play 1988  chant music on Itunes,1988,,chant,,,Itunes,,,
1375,play Glenn Yarbrough tunes,,,,,Glenn Yarbrough,,,,
1376,Play Llegando a Casa playlist,,Llegando a Casa,,,,,,,
1377,Play me a tune by Mick Brown,,,tune,,Mick Brown,,,,
1378,play The Insoc Ep,,,,,,,,,The Insoc Ep
1379,Play some music from the sixties,sixties,,,,,,,,
1380,I need to hear the new Kevin Fowler  album,,,album,,Kevin Fowler,,,,
1381,Play me the newest  fourties  symphony,fourties,,symphony,newest,,,,,
1382,play Latin Dinner,,Latin Dinner,,,,,,,
1383,Play Stefon Harris 's song .,,,song,,Stefon Harris,,,,
1384,Play a song from 2013 .,2013,,song,,,,,,
1385,play 1951 tunes,1951,,,,,,,,
1386,Play Step Up Your Game by Marc Cohn .,,,,,Marc Cohn,,,,Step Up Your Game
1387,Play any nineties music,nineties,,,,,,,,
1388,Play the greatest  ballad from the seventies,seventies,,ballad,greatest,,,,,
1389,Play a track by Yui on Vimeo,,,track,,Yui,Vimeo,,,
1390,Play the top five songs from Robert Lockwood Junior .,,,,top five,Robert Lockwood Junior,,,,
1391,Play some latin music.,,,,,,,latin,,
1392,Plkay some sixties  movement songs from Itunes,sixties,,movement,,,Itunes,,,
1393,Play me Hier Encore by greydon square,,,,,greydon square,,,Hier Encore,
1394,play In Your Eyes by gareth gates on Netflix,,,,,gareth gates,Netflix,,In Your Eyes,
1395,Play some music on Itunes,,,,,,Itunes,,,
1396,Play Dj Shadow 's A Love Hate Masquerade .,,,,,Dj Shadow,,,,A Love Hate Masquerade
1397,play Seven Steps To Heaven by Wikluh Sky,,,,,Wikluh Sky,,,Seven Steps To Heaven,
1398,Play some music from Victor Kunonga .,,,,,Victor Kunonga,,,,
1399,play fourties  chant music on Last Fm,fourties,,chant,,,Last Fm,,,
1400,Play some 1959 songs on Iheart,1959,,,,,Iheart,,,
1401,Play March Of The Soviet Tankmen from Gloria Gaither,,,,,Gloria Gaither,,,March Of The Soviet Tankmen,
1402,Play music from the album  Evolution Of A Man by Joey Ramone,,,album,,Joey Ramone,,,,Evolution Of A Man
1403,Can you play fifties  theme music by Mohsen Chavoshi,fifties,,theme,,Mohsen Chavoshi,,,,
1404,play the album  Pressure Cracks with Netflix,,,album,,,Netflix,,,Pressure Cracks
1405,Play the best  Sebastian Karlsson  melody on Youtube,,,melody,best,Sebastian Karlsson,Youtube,,,
1406,Play some Oleg Anofriyev from 1960 .,1960,,,,Oleg Anofriyev,,,,
1407,Play some Joeri Basjmet .,,,,,Joeri Basjmet,,,,
1408,Play Elliot Easton 's album  Beautiful,,,album,,Elliot Easton,,,,Beautiful
1409,use Vimeo to play De Camino a Clase playlist,,De Camino a Clase,,,,Vimeo,,,
1410,Please play playlist TODO REGGAETON,,TODO REGGAETON,,,,,,,
1411,Play me some Badass Women on Groove Shark,,Badass Women,,,,Groove Shark,,,
1412,Play some Antony Harding songs from the eighties,eighties,,,,Antony Harding,,,,
1413,I want to hear a nineties  track by stat quo on Deezer,nineties,,track,,stat quo,Deezer,,,
1414,Play music from the seventies,seventies,,,,,,,,
1415,play The New Timer by Augustus Pablo with Itunes,,,,,Augustus Pablo,Itunes,,The New Timer,
1416,Play How Does It Work by Helen Carter .,,,,,Helen Carter,,,,How Does It Work
1417,Play music from 1968 on Vimeo .,1968,,,,,Vimeo,,,
1418,I want to hear something from Post-punk Revival,,,,,,,Post-punk Revival,,
1419,Play music from the artist Joe Sample,,,,,Joe Sample,,,,
1420,Play Dave Joyal,,,,,Dave Joyal,,,,
1421,Open groove shark and play Jason Mizell,,,,,Jason Mizell,groove shark,,,
1422,I want to hear something from the top-fifty by Jose Pasillas,,,,top-fifty,Jose Pasillas,,,,
1423,Use service Vimeo the genre slow rock,,,,,,Vimeo,slow rock,,
1424,Open Zvooq and play the best songs from Device,,,,best,Device,Zvooq,,,
1425,play something from 1971 by John Bonham,1971,,,,John Bonham,,,,
1426,play primus ,,,,,,,primus,,
1427,Play symphony music from 1991 by Irvin Mayfield,1991,,symphony,,Irvin Mayfield,,,,
1428,play Going Down To The River on Pandora,,,,,,Pandora,,,Going Down To The River
1429,play 1977  good  track tunes,1977,,track,good,,,,,
1430,Play the album  Jack Takes The Floor by Tom Lehrer on netflix,,,album,,Tom Lehrer,netflix,,,Jack Takes The Floor
1431,Use Netflix to play music,,,,,,Netflix,,,
1432,play Sunshine Reggae on youtube,,Sunshine Reggae,,,,youtube,,,
1433,play Realization by Randy Jackson,,,,,Randy Jackson,,,,Realization
1434,Please play some Bill Evans music.,,,,,Bill Evans,,,,
1435,play Safe Rock And Roll Sucks on Lastfm,,,,,,Lastfm,,,Safe Rock And Roll Sucks
1436,Can you play the greatest songs by Mauro Picotto,,,,greatest,Mauro Picotto,,,,
1437,Play music by Deenanath Mangeshkar,,,,,Deenanath Mangeshkar,,,,
1438,Play the best sort by Jan Robbe on pandora,,,,best,Jan Robbe,pandora,,,
1439,Play track  Real Talk,,,track,,,,,Real Talk,
1440,Use Netflix to play In The Arms Of A Woman playlist,,In The Arms Of A Woman,,,,Netflix,,,
1441,Play some 1993  concerto off of Slacker,1993,,concerto,,,Slacker,,,
1442,Open Spotify and play a song from the twenties by Richard Harvey,twenties,,song,,Richard Harvey,Spotify,,,
1443,listen to Vertexguy  track,,,track,,Vertexguy,,,,
1444,Play the most popular stuff by Tina Dico,,,,most popular,Tina Dico,,,,
1445,Play any song from 2006,2006,,song,,,,,,
1446,Play some Sonu Niigaam from the fifties,fifties,,,,Sonu Niigaam,,,,
1447,Play a 1983  ballad on Groove Shark .,1983,,ballad,,,Groove Shark,,,
1448,Play the artist Tei  last concert on Netflix,,,,last,Tei,Netflix,,,
1449,play 1981 tunes by Jiles Perry Richardson on Lastfm for theme music,1981,,theme,,Jiles Perry Richardson,Lastfm,,,
1450,Can you play some music from my road trip  album,,road trip,album,,,,,,
1451,Play me a song from the fourties  movement,fourties,,movement,,,,,,
1452,play pandora,,,,,,pandora,,,
1453,"Play Oj, Jelena, Jelena, Jabuka Zelena by Ler Lalonde .",,,,,Ler Lalonde,,,"Oj, Jelena, Jelena, Jabuka Zelena",
1454,Play a new  ballad by Valy on Iheart,,,ballad,new,Valy,Iheart,,,
1455,Play Grabsteinland I by Doctor Fink on slacker radio,,,,,Doctor Fink,slacker,,,Grabsteinland I
1456,I want to hear Rock Bottom by Playa Fly on Slacker,,,,,Playa Fly,Slacker,,Rock Bottom,
1457,Play an Alla Pougatcheva  ballad on Pandora,,,ballad,,Alla Pougatcheva,Pandora,,,
1458,Play Pledge by Markus Grosskopf,,,,,Markus Grosskopf,,,,Pledge
1459,Play music from 1999,1999,,,,,,,,
1460,Play classic rock on Groove Shark,,,,,,Groove Shark,classic rock,,
1461,I wish to listen to good  symphony music by mi lu bing .,,,symphony,good,mi lu bing,,,,
1462,I wish to listen to some fifties music.,fifties,,,,,,,,
1463,Play some James Cleveland .,,,,,James Cleveland,,,,
1464,Can you play some Synthpop music on Youtube,,,,,,Youtube,Synthpop,,
1465,play the album  Wayning Moments by Rabbit Brown,,,album,,Rabbit Brown,,,,Wayning Moments
1466,Can you play a Sammy Fain  ep,,,ep,,Sammy Fain,,,,
1467,Use Groove Shark to play music from the eighties,eighties,,,,,Groove Shark,,,
1468,Play a 2001  sound track on Deezer .,2001,,sound track,,,Deezer,,,
1469,Play the top  movement music from 1997 .,1997,,movement,top,,,,,
1470,Play a popular  melody by Lindsay Lohan on Youtube .,,,melody,popular,Lindsay Lohan,Youtube,,,
1471,play chant music by David Cook,,,chant,,David Cook,,,,
